,0,1,2,3,4,5,6,7
7450,"$5,000/mo",1 Bed Condo for Rent in Scotts Square,1 Bed,1 Bath,624 sqft,Orchard / River Valley (D9),"['$8.01 psf', 'Fully', '2010', 'Freehold', 'Condo', '2 hrs ago', 'Studio, 1, 2, 3, 4, 5 BR', '338', '2010', 'Freehold', 'Wheelock Properties (S) Ltd']","['Swimming pool', 'Wading pool', 'Jacuzzi', 'Fitness corner', 'Parking', 'Pond', 'Security']"
7451,"$3,400/mo",1 Bed Condo for Rent in 76 Shenton,1 Bed,1 Bath,625 sqft,Chinatown / Tanjong Pagar (D2),"['$5.44 psf', 'High (39 total)', 'Fully', 'North East', 'City view', '2014', '99-year leasehold', 'Condo', '2 hrs ago', 'Studio, 1, 2 BR', '202', '2014', '99 Years', 'Hong Leong House Pte Ltd']","['Clubhouse', 'City view', 'Renovated', 'Aircon', 'High ceiling', 'Gym', 'Sauna', 'Jacuzzi', 'Sea view', 'Steam room', 'Parking', 'High floor', 'Security', 'Pool view', 'Lap pool', 'Bbq']"
7452,"$4,000/mo",2 Bed Condo for Rent in City Gate,2 Beds,1 Bath,642 sqft,Beach Road / Bugis / Rochor (D7),"['$6.23 psf', 'Partial', '2019', '99-year leasehold', 'Condo', '2 hrs ago', 'Studio, 1, 2, 3, 4 BR', '311', '2019', '99 Years', 'Bayfront Ventures Pte Ltd']","['Clubhouse', 'Jet pool', 'Function room', 'Water feature', 'Yoga corner', 'Gym', 'Mini golf range', 'Viewing deck', 'Lounge', 'Swimming pool', 'Jacuzzi', 'Playground', 'Fitness corner', 'Outdoor dining', 'Reflexology path', 'Bbq']"
7453,"$3,500/mo",1 Bed Condo for Rent in Lumiere,1 Bed,1 Bath,624 sqft,Chinatown / Tanjong Pagar (D2),"['$5.61 psf', 'Fully', '2010', '99-year leasehold', 'Apartment', '2 hrs ago', 'Studio, 1, 2, 3, 4, 5 BR', '168', '2010', '99 Years', 'Bs Shenton Pte Ltd']","['Basketball court', 'Gym', 'Pool deck', 'Swimming pool', 'Jacuzzi', 'Tennis court', 'Parking', 'Security']"
7454,"$9,800/mo",4 Bed Condo for Rent in Water Place,4 Beds,3 Baths,"2,228 sqft",East Coast / Marine Parade (D15),"['$4.4 psf', '2005', '99-year leasehold', 'Condo', '2 hrs ago', '1, 2, 3, 4 BR', '437', '2005', '99 Years', 'Tanjong Properties Pte Ltd']","['Fun pool', 'Aerobic pool', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Fitness corner', 'Parking', 'Pond', 'Security', 'Reflexology path', 'Bbq', 'Tennis court']"
7455,"$3,600/mo",1 Bed Condo for Rent in Icon,1 Bed,2 Baths,786 sqft,Chinatown / Tanjong Pagar (D2),"['$4.58 psf', 'Partial', '2007', '99-year leasehold', 'Condo', '2 hrs ago', 'Studio, 1, 2, 3 BR', '646', '2007', '99 Years', 'Lucky Pinnacle Pte Ltd (Far East)']","['Clubhouse', 'Dishwasher', 'Open terrace', 'Aircon', 'Gym', 'Duplex / maisonette', 'Jet pool', 'Bed', 'Sauna', 'Hydrotherapy pool', 'Wading pool', 'Jacuzzi', 'Steam room', 'Tennis court', 'Security', 'Hydrotherapy pool', 'Lap pool', 'Bbq', 'Playground']"
7456,"$6,500/mo",1 Bed Condo for Rent in Wallich Residence,1 Bed,1 Bath,646 sqft,Chinatown / Tanjong Pagar (D2),"['$10.06 psf', 'High (64 total)', 'Fully', 'South', 'City view', '2016', '99-year leasehold', 'Condo', '2 hrs ago', 'Studio, 1, 2, 3, 4, 5 BR', '181', '2016', '99 Years', 'Guocoland Limited']","['High ceiling', 'Stove', 'Library', 'Concierge', 'Jacuzzi', 'Oven', 'City view', 'Closet', 'Lounge', 'Dining room furniture', 'Washer', 'Bbq', 'Gym', 'Fridge', 'Dryer', 'Infinity pool', 'Aircon', 'Sofa', 'Bed', 'Viewing deck', 'Sea view', 'High floor']"
7457,"$5,600/mo",2 Bed Condo for Rent in Viva,2 Beds,2 Baths,"1,044 sqft",[],"['$5.36 psf', 'Fully', '2013', 'Freehold', 'Condo', '2 hrs ago', '2, 3, 4, 5 BR', '235', '2013', 'Freehold', 'Thomson Peak Pte Ltd (Allgreen Properties Limited)']","['Clubhouse', 'Water feature', 'Walk in closet', 'Jacuzzi', 'Oven', 'Parking', 'Balcony', 'Bomb shelter', 'Basketball court', 'Tv', 'Pool deck', 'Wading pool', 'Playground', 'Bbq', 'Tennis court', 'Badminton court', 'Dishwasher', 'Pavilion', 'Aircon', 'Sofa', 'Bed', 'Mini golf range', 'Study room', 'Fitness corner', 'Security', 'Bathtub', 'Lap pool']"
7458,"$4,900/mo",4 Bed Condo for Rent in Newest,4 Beds,4 Baths,"2,863 sqft",Buona Vista / West Coast / Clementi (D5),"['$1.71 psf', 'Partial', 'North East', '2017', '956-year leasehold', 'Condo', '2 hrs ago', 'Studio, 1, 2, 4, 5, 6 BR', '136', '2017', '956 Years', 'Oxley Viva Pte. Ltd']","['Balcony', 'Renovated', 'Aircon', 'Swimming pool', 'Gym', 'Duplex / maisonette', 'Fridge', 'Jacuzzi', 'Playground', 'Utility room', 'Dryer', 'Study room', 'Pavilion', 'Washer', 'Fibre ready', 'Wading pool', 'Roof terrace']"
7459,"$2,800/mo",HDB Flat for Rent in 146 Lorong 2 Toa Payoh,3 Beds,2 Baths,915 sqft,[],"['$3.06 psf', '3', 'Fully', '2006', '99-year leasehold', 'HDB 4 Rooms', '2 hrs ago', '3, 4, 5 BR', '2006', '99 Years', 'HDB']",[]
7460,"$4,300/mo",2 Bed Condo for Rent in Cote D'azur,2 Beds,2 Baths,"1,152 sqft",East Coast / Marine Parade (D15),"['$3.73 psf', 'High (23 total)', 'Fully', 'Sea view', '2004', '99-year leasehold', 'Condo', '2 hrs ago', '1, 2, 3, 4, 5 BR', '612', '2004', '99 Years', 'Frasers Centrepoint Homes']","['Jogging track', 'Clubhouse', 'Water feature', 'Jacuzzi', 'Oven', 'Parking', 'Balcony', 'Fun pool', 'Bomb shelter', 'Tv', 'Wading pool', 'Playground', 'Dining room furniture', 'Washer', 'Bbq', 'Gym', 'Fridge', 'Steam room', 'Tennis court', 'Aircon', 'Sofa', 'Bed', 'Swimming pool', 'Sea view', 'Fitness corner', 'High floor', 'Security', 'Bathtub']"
7461,"$3,600/mo",1 Bed Condo for Rent in 76 Shenton,1 Bed,1 Bath,624 sqft,Chinatown / Tanjong Pagar (D2),"['$5.77 psf', 'Fully', 'Sea view', '2014', '99-year leasehold', 'Apartment', '2 hrs ago', 'Studio, 1, 2 BR', '202', '2014', '99 Years', 'Hong Leong House Pte Ltd']","['Clubhouse', 'Closet', 'Aircon', 'Sofa', 'Gym', 'Fridge', 'Bed', 'Sauna', 'Jacuzzi', 'Sea view', 'Steam room', 'Parking', 'Washer', 'Fibre ready', 'Lap pool', 'Security', 'Bbq']"
